.text;Channel;<>;Ch.1;;;;;;;;Ch.2;;;;;;;;Ch.3;;;;;;;;Ch.4;;;;;;;;Ch.5;;;;;;;;Ch.6;;;;;;;;Ch.7;;;;;;;;Ch.8;;;;;;;;Ch.9;;;;;;;;Ch.10;;;;;;;;
.text;Info;<>;#Samples;Radiation;<>;Body Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;
.text;Serial NR;<>;22-3080;22-3080;22-3080;22-3080;22-3080;22-3080;22-3080;22-3080;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
.text;Date;Time;<>;W/m2;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;
.data;2024-02-08;10:40:15;005;3.0;;20.90;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:20;005;3.0;;20.88;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:25;005;3.0;;20.88;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:30;005;2.9;;20.84;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:35;005;2.9;;20.84;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:40;005;2.9;;20.82;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:45;005;3.0;;20.80;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:50;005;3.0;;20.80;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:40:55;005;3.0;;20.80;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:00;005;3.0;;20.80;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:05;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:10;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:15;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:20;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:25;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:30;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:35;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:40;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:45;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:50;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:41:55;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:42:00;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:42:05;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:42:10;005;3.1;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
