sep=;
.text;Smart Explorer
.text;Version 1.5.0.0
.text;Copyright © 2015 Kipp & Zonen
.text;
.text;Logfile created on;;15/02/2024
.text;
.sts.hdr;Date;Time;Channel;Status;Modbus ID;Serial Nr;Type;Softw. Rel;Hardw. Rel.;Sensitivity (uV/W/m2);Scalefactor;
.sts;2024-02-15;09:45:54;01;Ready;001;22-3080;SMP3-A;V250;V002;22.1591;0.1;
.sts;2024-02-15;09:45:54;02;n.a.;
.sts;2024-02-15;09:45:54;03;n.a.;
.sts;2024-02-15;09:45:54;04;n.a.;
.sts;2024-02-15;09:45:54;05;n.a.;
.sts;2024-02-15;09:45:54;06;n.a.;
.sts;2024-02-15;09:45:54;07;n.a.;
.sts;2024-02-15;09:45:54;08;n.a.;
.sts;2024-02-15;09:45:54;09;n.a.;
.sts;2024-02-15;09:45:54;10;n.a.;
.text;
.data.hdr;Channels;#;Ch.1;Ch.1;Ch.2;Ch.2;Ch.3;Ch.3;Ch.4;Ch.4;Ch.5;Ch.5;Ch.6;Ch.6;Ch.7;Ch.7;Ch.8;Ch.8;Ch.9;Ch.9;Ch.10;Ch.10;
.data.hdr;Date;Time;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;Radiation;Temperature;
.data.hdr;;;I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);I (W/m2);T (K);
.data;2024-02-15;10:18:45;105.5;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:18:50;105.9;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:18:55;106.3;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:00;106.6;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:05;107.0;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:10;107.3;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:15;107.6;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:20;107.8;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:25;107.8;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:30;107.9;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:35;108.0;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:40;108.1;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:45;108.2;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:50;108.3;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:19:55;108.4;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:00;108.6;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:05;109.0;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:10;109.6;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:15;110.2;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:20;110.9;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:25;111.5;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:30;112.1;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:35;112.8;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:40;113.4;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:45;114.1;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:50;115.2;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:20:55;117.0;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:00;119.8;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:05;123.3;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:10;127.2;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:15;131.8;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:20;136.5;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:25;140.5;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:30;145.0;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:35;149.7;288.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:40;154.8;288.37;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:45;160.5;288.41;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:50;167.7;288.43;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:21:55;174.1;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:00;180.9;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:05;188.8;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:10;195.8;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:15;202.1;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:20;207.8;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:25;211.4;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:30;213.5;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:35;215.6;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:40;216.3;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:45;216.3;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:50;216.3;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:22:55;215.8;288.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:00;215.5;288.49;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:05;215.8;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:10;215.6;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:15;214.3;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:20;213.4;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:25;213.5;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:30;211.4;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:35;209.2;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:40;208.9;288.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:45;209.8;288.63;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:50;210.2;288.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:23:55;210.6;288.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:00;212.3;288.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:05;211.5;288.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:10;211.3;288.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:15;211.6;288.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:20;210.2;288.71;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:25;207.4;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:30;213.0;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:35;224.1;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:40;230.9;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:45;238.7;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:50;243.8;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:24:55;245.4;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:00;253.7;288.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:05;263.7;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:10;267.4;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:15;274.2;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:20;281.2;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:25;286.5;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:30;292.1;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:35;295.1;288.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:40;295.8;288.87;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:45;294.5;288.93;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:50;292.8;288.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:25:55;293.0;288.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:00;292.1;288.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:05;291.5;288.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:10;290.4;288.97;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:15;289.7;289.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:20;289.4;289.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:25;289.0;289.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:30;289.3;289.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:35;288.0;289.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:40;285.6;289.13;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:45;286.2;289.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:50;289.9;289.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:26:55;293.8;289.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:00;295.3;289.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:05;295.1;289.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:10;293.2;289.19;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:15;291.8;289.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:20;292.2;289.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:25;293.0;289.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:30;289.6;289.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:35;288.1;289.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:40;288.1;289.27;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:45;280.4;289.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:50;276.9;289.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:27:55;277.5;289.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:00;281.0;289.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:05;283.3;289.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:10;283.6;289.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:15;283.1;289.37;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:20;282.8;289.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:25;282.2;289.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:30;283.2;289.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:35;283.6;289.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:40;277.7;289.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:45;270.4;289.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:50;263.9;289.53;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:28:55;262.1;289.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:00;262.0;289.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:05;263.1;289.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:10;267.4;289.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:15;269.7;289.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:20;269.1;289.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:25;269.1;289.61;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:30;267.4;289.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:35;261.6;289.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:40;255.9;289.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:45;253.2;289.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:50;251.8;289.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:29:55;252.0;289.65;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:00;255.1;289.73;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:05;254.6;289.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:10;250.9;289.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:15;249.4;289.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:20;250.2;289.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:25;253.2;289.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:30;256.4;289.75;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:35;258.7;289.79;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:40;261.2;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:45;263.4;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:50;263.5;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:30:55;260.6;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:00;258.3;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:05;256.2;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:10;251.4;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:15;239.4;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:20;223.1;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:25;208.5;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:30;212.1;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:35;231.9;289.85;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:40;245.4;289.91;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:45;257.7;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:50;263.1;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:31:55;262.5;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:00;261.9;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:05;262.9;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:10;261.8;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:15;253.7;289.95;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:20;240.8;289.97;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:25;223.7;290.03;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:30;212.8;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:35;210.2;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:40;207.4;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:45;207.6;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:50;219.6;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:32:55;231.0;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:00;241.9;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:05;251.0;290.05;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:10;256.0;290.09;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:15;251.8;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:20;238.2;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:25;230.1;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:30;233.8;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:35;234.2;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:40;225.5;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:45;217.6;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:50;217.0;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:33:55;216.8;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:00;217.0;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:05;219.1;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:10;218.7;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:15;215.8;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:20;215.2;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:25;215.4;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:30;217.6;290.17;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:35;217.4;290.19;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:40;212.7;290.17;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:45;210.0;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:50;206.3;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:34:55;208.6;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:00;208.7;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:05;206.6;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:10;208.9;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:15;209.3;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:20;207.6;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:25;204.4;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:30;203.6;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:35;203.9;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:40;205.0;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:45;207.0;290.15;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:50;207.9;290.19;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:35:55;208.8;290.23;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:00;213.5;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:05;219.0;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:10;223.2;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:15;226.3;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:20;231.4;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:25;236.0;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:30;242.6;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:35;247.5;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:40;251.0;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:45;254.8;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:50;256.3;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:36:55;256.0;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:00;255.8;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:05;257.8;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:10;260.7;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:15;261.9;290.25;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:20;262.1;290.29;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:25;262.6;290.31;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:30;265.0;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:35;268.1;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:40;269.2;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:45;264.1;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:50;257.7;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:37:55;258.0;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:00;251.4;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:05;246.4;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:10;257.0;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:15;258.7;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:20;254.7;290.35;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:25;259.6;290.41;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:30;260.6;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:35;254.6;290.43;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:40;247.6;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:45;236.0;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:50;227.0;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:38:55;212.6;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:00;196.5;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:05;180.5;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:10;175.0;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:15;178.3;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:20;187.8;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:25;197.0;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:30;199.6;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:35;197.8;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:40;195.7;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:45;187.7;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:50;179.0;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:39:55;170.4;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:00;166.8;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:05;160.5;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:10;160.8;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:15;163.7;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:20;167.7;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:25;179.7;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:30;196.4;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:35;205.2;290.45;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:40;210.9;290.47;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:45;216.0;290.53;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:50;216.8;290.53;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:40:55;220.5;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:00;222.2;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:05;226.9;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:10;228.6;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:15;226.0;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:20;224.8;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:25;214.4;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:30;202.0;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:35;197.2;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:40;201.7;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:45;205.1;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:50;197.4;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:41:55;200.3;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:00;206.5;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:05;218.9;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:10;238.3;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:15;254.9;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:20;260.7;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:25;257.3;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:30;243.2;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:35;230.1;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:40;224.3;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:45;232.4;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:50;240.4;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:42:55;241.6;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:00;240.5;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:05;240.6;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:10;249.5;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:15;254.8;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:20;257.2;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:25;254.9;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:30;245.9;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:35;231.7;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:40;228.4;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:45;237.5;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:50;245.5;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:43:55;251.3;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:44:00;256.8;290.55;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:44:05;258.6;290.53;;;;;;;;;;;;;;;;;;;
.data;2024-02-15;10:44:10;260.8;290.55;;;;;;;;;;;;;;;;;;;
