sep=;
.text;SmartExplorer
.text;Version 2.2.2.29916
.text;Copyright (C) 2021 OTT HydroMet B.V.
.text;
.text;Logfile created on;;18/02/2024
.text;
.text;Date;Time;Channel;Status;Modbus ID;Serial Nr;Type;Softw. Rel.;Hardw. Rel.;Sensitivity (uV/W/m2);Scalefactor;
.text;2024-02-18;09:21:12;01;Ready;001;22-3080;SMP3-A;V250;V001;22.1591;0.1;
.text;2024-02-18;09:21:12;02;n.a.;
.text;2024-02-18;09:21:12;03;n.a.;
.text;2024-02-18;09:21:12;04;n.a.;
.text;2024-02-18;09:21:12;05;n.a.;
.text;2024-02-18;09:21:12;06;n.a.;
.text;2024-02-18;09:21:12;07;n.a.;
.text;2024-02-18;09:21:12;08;n.a.;
.text;2024-02-18;09:21:12;09;n.a.;
.text;2024-02-18;09:21:12;10;n.a.;
.text;
.text
.text;Channel;<>;Ch.1;;Ch.2;;Ch.3;;Ch.4;;Ch.5;;Ch.6;;Ch.7;;Ch.8;;Ch.9;;Ch.10;;
.data;2024-02-18;09:22:30;23.2;12.70;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:22:35;23.9;12.70;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:22:40;24.7;12.70;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:22:45;25.4;12.70;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:22:50;26.0;12.70;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:22:55;26.1;12.70;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:00;25.9;12.64;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:05;25.5;12.60;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:10;25.3;12.60;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:15;25.1;12.60;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:20;25.1;12.60;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:25;24.9;12.60;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:30;24.8;12.60;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:35;24.8;12.58;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:40;24.8;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:45;24.9;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:50;25.0;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:23:55;25.1;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:00;25.3;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:05;25.6;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:10;25.8;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:15;26.0;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:20;26.3;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:25;26.5;12.50;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:30;26.7;12.44;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:35;27.0;12.42;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:40;27.3;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:45;27.7;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:50;28.2;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:24:55;28.7;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:00;29.0;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:05;29.3;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:10;29.7;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:15;30.3;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:20;30.9;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:25;31.5;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:30;32.2;12.40;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:35;32.7;12.38;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:40;33.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:45;33.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:50;34.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:25:55;35.2;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:00;36.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:05;36.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:10;37.1;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:15;37.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:20;41.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:25;43.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:30;42.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:35;42.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:40;43.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:45;47.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:50;48.1;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:26:55;47.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:00;47.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:05;48.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:10;49.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:15;50.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:20;51.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:25;52.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:30;53.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:35;53.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:40;53.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:45;53.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:50;52.6;12.28;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:27:55;52.6;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:00;52.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:05;50.4;12.28;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:10;49.3;12.28;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:15;49.1;12.22;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:20;50.7;12.22;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:25;52.8;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:30;52.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:35;51.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:40;51.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:45;50.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:50;50.0;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:28:55;50.8;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:00;50.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:05;49.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:10;48.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:15;48.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:20;49.8;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:25;50.0;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:30;49.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:35;51.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:40;53.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:45;53.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:50;53.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:29:55;56.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:00;57.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:05;57.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:10;58.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:15;60.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:20;61.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:25;62.1;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:30;61.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:35;61.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:40;62.1;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:45;62.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:50;62.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:30:55;63.0;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:00;62.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:05;63.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:10;64.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:15;65.0;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:20;65.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:25;66.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:30;66.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:35;65.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:40;65.3;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:45;65.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:50;64.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:31:55;63.8;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:00;63.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:05;62.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:10;62.7;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:15;62.9;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:20;63.2;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:25;63.4;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:30;62.7;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:35;61.6;12.16;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:40;61.0;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:45;60.7;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:50;59.8;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:32:55;59.0;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:00;59.0;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:05;59.2;12.14;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:10;59.0;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:15;59.0;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:20;59.4;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:25;58.7;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:30;58.9;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:35;60.2;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:40;60.1;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:45;59.5;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:50;59.1;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:33:55;58.9;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:00;58.7;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:05;58.4;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:10;58.4;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:15;58.5;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:20;58.7;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:25;58.9;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:30;59.2;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:35;59.4;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:40;59.6;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:45;60.0;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:50;60.6;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:34:55;61.6;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:00;62.8;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:05;64.2;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:10;65.7;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:15;67.5;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:20;69.5;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:25;71.7;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:30;73.9;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:35;76.2;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:40;78.8;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:45;81.3;12.10;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:50;83.2;12.12;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:35:55;84.7;12.14;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:00;85.6;12.14;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:05;86.6;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:10;87.7;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:15;88.9;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:20;90.1;12.18;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:25;91.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:30;93.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:35;95.1;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:40;96.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:45;97.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:50;98.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:36:55;99.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:00;100.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:05;101.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:10;102.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:15;103.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:20;103.8;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:25;104.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:30;104.8;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:35;105.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:40;105.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:45;105.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:50;105.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:37:55;106.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:00;107.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:05;108.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:10;109.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:15;109.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:20;109.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:25;109.1;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:30;108.6;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:35;107.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:40;105.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:45;103.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:50;101.4;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:38:55;99.7;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:00;98.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:05;96.5;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:10;94.2;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:15;91.9;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:20;89.3;12.20;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:25;87.0;12.24;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:30;84.9;12.26;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:35;83.1;12.22;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:40;81.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:45;80.8;12.28;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:50;80.2;12.28;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:39:55;80.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:00;80.0;12.28;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:05;80.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:10;79.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:15;79.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:20;79.6;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:25;79.1;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:30;78.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:35;77.2;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:40;75.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:45;74.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:50;73.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:40:55;72.1;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:00;71.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:05;71.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:10;71.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:15;72.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:20;73.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:25;74.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:30;75.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:35;75.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:40;76.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:45;76.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:50;76.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:41:55;76.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:00;75.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:05;75.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:10;74.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:15;74.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:20;74.2;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:25;73.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:30;73.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:35;73.2;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:40;73.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:45;73.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:50;73.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:42:55;73.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:00;74.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:05;74.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:10;74.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:15;74.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:20;75.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:25;75.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:30;76.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:35;76.6;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:40;77.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:45;78.1;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:50;78.6;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:43:55;79.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:00;80.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:05;81.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:10;81.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:15;82.7;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:20;83.5;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:25;84.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:30;85.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:35;86.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:40;86.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:45;86.9;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:50;87.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:44:55;87.4;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:00;87.8;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:05;88.3;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:10;89.2;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:15;90.1;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:20;90.6;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:25;91.0;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:30;91.2;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:35;91.6;12.30;;;;;;;;;;;;;;;;;;;
.data;2024-02-18;09:45:40;92.0;12.30;;;;;;;;;;;;;;;;;;;
